,0,1,2,3,4,5,6,7,8,9
43,"[ 0.04462256 -0.0333272   0.06543283 -0.00288307  0.02721066 -0.10411608
 -0.03601371 -0.05321335]","[ 0.04568842 -0.0337236   0.06396056 -0.00243567  0.02686369 -0.10268572
 -0.03686043 -0.05466977]","[ 0.04536713 -0.02953595  0.06715974 -0.00367877  0.0261364  -0.09993931
 -0.03577249 -0.05296555]","[ 0.04676363 -0.03211677  0.06730829 -0.002447    0.02611856 -0.10147054
 -0.03653185 -0.05510438]","[ 0.04397774 -0.03264729  0.06538194 -0.00134552  0.02530763 -0.09931794
 -0.03475713 -0.05401345]","[ 0.04677134 -0.03507167  0.06658498 -0.00108685  0.02824319 -0.10556315
 -0.03733946 -0.05428824]","[ 0.04692542 -0.03085475  0.06867905 -0.00493243  0.02674721 -0.10162928
 -0.03562201 -0.05070057]","[ 0.04675995 -0.02973555  0.06889633 -0.0052459   0.0270329  -0.09953756
 -0.0353087  -0.04929883]","[ 0.04672637 -0.02925506  0.06833937 -0.00494606  0.02657992 -0.09988759
 -0.03590427 -0.05158052]","[ 0.04634494 -0.02964381  0.06811591 -0.00361138  0.02620675 -0.10022887
 -0.03605938 -0.05342845]"
44,"[ 0.04463254 -0.03331533  0.06544149 -0.002857    0.02719747 -0.1040938
 -0.03600954 -0.05323017]","[ 0.04569239 -0.03371832  0.0640023  -0.00239825  0.02684194 -0.10267082
 -0.03684336 -0.05468597]","[ 0.04535567 -0.02950188  0.06716614 -0.00370604  0.02613198 -0.09996307
 -0.03576117 -0.05297254]","[ 0.04677378 -0.03210736  0.06731321 -0.00241982  0.02611485 -0.10146353
 -0.03652144 -0.0551119 ]","[ 0.04398137 -0.03263011  0.0653947  -0.00134796  0.02531883 -0.09931828
 -0.03474534 -0.05401373]","[ 0.04678229 -0.03506003  0.06657037 -0.00108737  0.02823713 -0.10553306
 -0.03736038 -0.05431499]","[ 0.04690819 -0.03078155  0.06868021 -0.00495811  0.02672219 -0.10166158
 -0.03561902 -0.05074087]","[ 0.04671357 -0.02961398  0.06891272 -0.00530996  0.02697611 -0.09961723
 -0.03529458 -0.04936519]","[ 0.04670185 -0.02918852  0.0683473  -0.00497619  0.02655153 -0.09993857
 -0.03588929 -0.05161304]","[ 0.04633889 -0.02961621  0.06811361 -0.00362953  0.02620151 -0.10025193
 -0.03604987 -0.05343565]"
45,"[ 0.04464813 -0.03331254  0.06544739 -0.00282994  0.0271909  -0.10406272
 -0.03600834 -0.05324257]","[ 0.04570171 -0.03372052  0.06404088 -0.00236254  0.02682699 -0.10264738
 -0.03683048 -0.05469891]","[ 0.04535134 -0.02947664  0.06716439 -0.00372418  0.02612715 -0.09998049
 -0.03574923 -0.05297472]","[ 0.04678862 -0.03210555  0.06731487 -0.00239243  0.02611472 -0.10145333
 -0.0365102  -0.05511511]","[ 0.04399134 -0.03261885  0.06540326 -0.00134561  0.02533292 -0.09930681
 -0.03473887 -0.05401217]","[ 0.04679906 -0.03505959  0.06655662 -0.001092    0.02824012 -0.10549593
 -0.03738271 -0.05433652]","[ 0.04689794 -0.03072157  0.06867361 -0.00497358  0.02669834 -0.10169174
 -0.03561043 -0.05077213]","[ 0.04667592 -0.02950768  0.06891702 -0.00536039  0.02692048 -0.09969243
 -0.03527583 -0.0494204 ]","[ 0.04668442 -0.02913352  0.06834558 -0.00499536  0.02652282 -0.0999869
 -0.03586996 -0.05163762]","[ 0.04633913 -0.02959757  0.06810408 -0.00364     0.02619607 -0.10027159
 -0.03603776 -0.05343743]"
46,"[ 0.04466832 -0.03331857  0.06545224 -0.00280155  0.02718945 -0.10402348
 -0.03600905 -0.0532511 ]","[ 0.0457152  -0.0337299   0.06407775 -0.00232805  0.02681754 -0.1026162
 -0.03682066 -0.05470842]","[ 0.04535399 -0.02946124  0.06715698 -0.00373338  0.02612124 -0.09998994
 -0.03573676 -0.05297433]","[ 0.04680718 -0.0321112   0.06731514 -0.00236452  0.02611706 -0.10143938
 -0.03649846 -0.05511446]","[ 0.04400739 -0.03261433  0.06540894 -0.00133853  0.02534882 -0.09928336
 -0.03473654 -0.05400995]","[ 0.0468198  -0.03506933  0.06654552 -0.00109929  0.02825028 -0.10545344
 -0.03740538 -0.05435168]","[ 0.04689414 -0.03067536  0.06866195 -0.00497896  0.02667487 -0.10171806
 -0.03559704 -0.0507965 ]","[ 0.0466469  -0.02941802  0.06891228 -0.00539728  0.02686557 -0.09976087
 -0.0352533  -0.04946738]","[ 0.0466738  -0.02909099  0.06833708 -0.00500395  0.02649322 -0.10003034
 -0.03584722 -0.05165677]","[ 0.04634528 -0.02958859  0.06808996 -0.00364298  0.02618974 -0.10028604
 -0.03602369 -0.05343566]"
47,"[ 0.044691   -0.03333105  0.06545702 -0.00277215  0.02719128 -0.10397909
 -0.03601031 -0.05325689]","[ 0.04573073 -0.03374416  0.06411357 -0.00229474  0.02681176 -0.10258032
 -0.03681249 -0.05471511]","[ 0.04536201 -0.02945462  0.06714636 -0.00373491  0.02611404 -0.09999229
 -0.03572357 -0.05297336]","[ 0.04682759 -0.03212227  0.06731528 -0.0023364   0.0261205  -0.10142304
 -0.03648641 -0.05511109]","[ 0.04402791 -0.03261518  0.06541253 -0.00132756  0.02536535 -0.09925063
 -0.03473646 -0.05400836]","[ 0.04684193 -0.03508609  0.06653781 -0.00110805  0.02826483 -0.10540902
 -0.03742731 -0.05436072]","[ 0.04689497 -0.0306415   0.06864798 -0.00497547  0.02665151 -0.10174085
 -0.03557986 -0.05081609]","[ 0.04662485 -0.02934429  0.06890188 -0.00542197  0.02681177 -0.09982248
 -0.03522797 -0.04950859]","[ 0.04666836 -0.02905987  0.06832479 -0.0050035   0.02646288 -0.1000688
 -0.03582205 -0.05167272]","[ 0.04635566 -0.02958797  0.06807377 -0.0036396   0.02618221 -0.10029568
 -0.03600817 -0.05343222]"
48,"[ 0.04471359 -0.03334645  0.06546199 -0.00274248  0.02719467 -0.10393379
 -0.03601077 -0.05326119]","[ 0.04574583 -0.03375988  0.0641482  -0.00226286  0.02680772 -0.10254392
 -0.03680442 -0.05472007]","[ 0.04537297 -0.02945449  0.06713457 -0.00373058  0.02610584 -0.09999009
 -0.03570936 -0.05297316]","[ 0.04684764 -0.03213571  0.06731589 -0.00230876  0.02612377 -0.10140677
 -0.03647406 -0.05510643]","[ 0.04405053 -0.0326188   0.06541427 -0.00131397  0.02538155 -0.09921295
 -0.03473651 -0.05400844]","[ 0.04686272 -0.03510554  0.06653337 -0.00111746  0.02828072 -0.10536681
 -0.03744741 -0.054365  ]","[ 0.04689799 -0.0306175   0.06863403 -0.00496492  0.02662847 -0.10176177
 -0.0355599  -0.05083256]","[ 0.04660733 -0.02928458  0.06888902 -0.00543649  0.0267601  -0.09987877
 -0.03520085 -0.04954563]","[ 0.04666573 -0.02903798  0.0683114  -0.00499609  0.0264325  -0.10010366
 -0.03579537 -0.05168704]","[ 0.04636793 -0.02959329  0.06805756 -0.00363153  0.02617361 -0.10030239
 -0.03599161 -0.05342856]"
49,"[ 0.04473361 -0.03336114  0.06546679 -0.00271345  0.02719829 -0.10389189
 -0.03600925 -0.05326507]","[ 0.04575821 -0.03377352  0.06418098 -0.00223283  0.02680382 -0.10251116
 -0.03679507 -0.05472439]","[ 0.04538439 -0.02945836  0.06712308 -0.00372228  0.02609733 -0.09998645
 -0.03569389 -0.05297421]","[ 0.04686529 -0.03214839  0.06731698 -0.00228244  0.02612595 -0.1013932
 -0.0364613  -0.05510181]","[ 0.04407277 -0.03262237  0.06541402 -0.00129916  0.02539692 -0.09917505
 -0.03473478 -0.05401059]","[ 0.04687977 -0.03512325  0.06653138 -0.00112703  0.02829524 -0.10533059
 -0.03746464 -0.0543664 ]","[ 0.04690089 -0.03060069  0.06862179 -0.00494924  0.02660632 -0.10178293
 -0.03553816 -0.05084688]","[ 0.04659187 -0.02923673  0.0688763  -0.00544298  0.02671196 -0.09993188
 -0.03517295 -0.04957914]","[ 0.04666358 -0.02902296  0.06829897 -0.00498386  0.02640316 -0.10013691
 -0.03576805 -0.05170043]","[ 0.0463798  -0.02960195  0.06804276 -0.00362051  0.02616443 -0.10030854
 -0.03597428 -0.05342547]"
50,"[ 0.04474926 -0.03337231  0.06547077 -0.00268598  0.02720142 -0.10385678
 -0.03600505 -0.05326906]","[ 0.0457663  -0.03378239  0.06421107 -0.0022051   0.02679906 -0.10248522
 -0.03678346 -0.05472887]","[ 0.04539428 -0.02946429  0.06711278 -0.00371159  0.02608944 -0.09998419
 -0.03567717 -0.0529761 ]","[ 0.04687915 -0.0321579   0.06731818 -0.00225821  0.02612659 -0.10138429
 -0.03644797 -0.05509809]","[ 0.04409271 -0.03262372  0.06541144 -0.00128433  0.02541144 -0.09914092
 -0.03473004 -0.05401449]","[ 0.04689146 -0.03513564  0.06653078 -0.00113657  0.02830648 -0.10530291
 -0.03747817 -0.05436676]","[ 0.04690192 -0.0305889   0.06861224 -0.00493013  0.02658579 -0.10180612
 -0.03551561 -0.05085924]","[ 0.04657659 -0.02919893  0.06886555 -0.00544326  0.02666867 -0.09998377
 -0.03514536 -0.04960882]","[ 0.04666016 -0.0290129   0.06828883 -0.00496861  0.026376   -0.10017034
 -0.03574093 -0.05171271]","[ 0.0463895  -0.02961189  0.06803016 -0.00360801  0.02615539 -0.1003162
 -0.0359565  -0.05342298]"
51,"[ 0.04475972 -0.0333784   0.06547321 -0.00266074  0.02720385 -0.10383033
 -0.03599806 -0.05327312]","[ 0.0457695  -0.03378508  0.06423768 -0.00217994  0.02679305 -0.10246774
 -0.03676917 -0.05473375]","[ 0.0454016  -0.02947121  0.06710403 -0.00369961  0.02608301 -0.09998514
 -0.03565956 -0.05297778]","[ 0.04688871 -0.03216297  0.06731902 -0.0022366   0.02612573 -0.10138085
 -0.03643401 -0.05509556]","[ 0.04410931 -0.03262183  0.0654062  -0.00127026  0.02542542 -0.09911319
 -0.03472185 -0.05401918]","[ 0.04689722 -0.03514055  0.06653049 -0.00114605  0.02831349 -0.10528472
 -0.03748745 -0.05436746]","[ 0.04690031 -0.03058082  0.06860572 -0.00490891  0.02656751 -0.10183225
 -0.03549321 -0.05086932]","[ 0.04656052 -0.02917002  0.06885779 -0.00543867  0.0266312  -0.10003563
 -0.03511916 -0.04963386]","[ 0.04665466 -0.02900672  0.06828161 -0.00495158  0.02635191 -0.10020496
 -0.03571485 -0.05172317]","[ 0.04639622 -0.02962196  0.06802002 -0.00359503  0.02614718 -0.10032655
 -0.03593868 -0.05342052]"
52,"[ 0.04476526 -0.03337929  0.06547352 -0.00263807  0.02720573 -0.10381285
 -0.03598874 -0.05327681]","[ 0.04576825 -0.03378163  0.06426037 -0.0021574   0.02678586 -0.10245879
 -0.03675235 -0.05473885]","[ 0.04540632 -0.02947896  0.06709684 -0.00368683  0.02607852 -0.09998999
 -0.0356417  -0.05297799]","[ 0.0468944  -0.03216354  0.06731906 -0.00221778  0.02612369 -0.10138251
 -0.03641951 -0.05509401]","[ 0.04412259 -0.03261688  0.06539817 -0.0012572   0.0254392  -0.09909296
 -0.03471062 -0.05402336]","[ 0.04689751 -0.0351374   0.06652969 -0.00115552  0.02831622 -0.1052754
 -0.03749232 -0.05436929]","[ 0.04689623 -0.03057593  0.06860207 -0.00488638  0.02655178 -0.10186123
 -0.03547184 -0.05087656]","[ 0.04654372 -0.02914946  0.06885333 -0.00543002  0.0265998  -0.10008768
 -0.03509537 -0.04965337]","[ 0.04664721 -0.02900404  0.06827738 -0.00493341  0.02633128 -0.10024085
 -0.03569059 -0.05173089]","[ 0.04640008 -0.02963189  0.0680122  -0.00358205  0.02614021 -0.10033973
 -0.03592129 -0.05341725]"
53,"[ 0.04476702 -0.03337591  0.06547143 -0.00261792  0.02720727 -0.10380334
 -0.03597792 -0.05327954]","[ 0.04576382 -0.03377323  0.06427909 -0.0021372   0.02677779 -0.1024572
 -0.03673358 -0.05474371]","[ 0.04540925 -0.02948798  0.06709102 -0.00367323  0.02607587 -0.09999835
 -0.03562438 -0.05297575]","[ 0.04689737 -0.03216048  0.06731808 -0.00220154  0.02612083 -0.10138798
 -0.03640471 -0.05509301]","[ 0.04413348 -0.03260998  0.0653875  -0.00124486  0.02545291 -0.09908
 -0.03469731 -0.05402587]","[ 0.04689361 -0.03512693  0.06652789 -0.00116495  0.02831522 -0.10527317
 -0.03749298 -0.05437248]","[ 0.04689063 -0.03057419  0.06860082 -0.00486296  0.02653841 -0.10189207
 -0.03545222 -0.05088059]","[ 0.04652702 -0.02913693  0.068852   -0.00541771  0.02657392 -0.10013928
 -0.03507479 -0.04966692]","[ 0.04663874 -0.02900493  0.06827584 -0.00491429  0.02631383 -0.10027725
 -0.03566876 -0.0517353 ]","[ 0.046402   -0.02964202  0.06800639 -0.00356906  0.02613447 -0.100355
 -0.03590483 -0.05341247]"
54,"[ 0.04476663 -0.03336985  0.06546698 -0.00259993  0.02720859 -0.10379997
 -0.03596664 -0.05328092]","[ 0.04575792 -0.03376174  0.06429421 -0.00211881  0.02676916 -0.102461
 -0.03671369 -0.05474792]","[ 0.0454117  -0.02949885  0.06708634 -0.00365849  0.02607439 -0.10000914
 -0.03560826 -0.05297071]","[ 0.04689915 -0.03215514  0.06731612 -0.00218734  0.02611745 -0.10139539
 -0.03638987 -0.05509215]","[ 0.04414341 -0.03260268  0.06537464 -0.00123255  0.02546624 -0.09907319
 -0.03468312 -0.05402601]","[ 0.04688724 -0.03511083  0.06652496 -0.00117422  0.02831143 -0.10527563
 -0.03748999 -0.05437695]","[ 0.04688486 -0.03057571  0.06860141 -0.00483884  0.02652679 -0.10192319
 -0.03543482 -0.05088154]","[ 0.04651167 -0.02913204  0.06885333 -0.00540197  0.02655238 -0.10018917
 -0.03505785 -0.04967482]","[ 0.04663059 -0.02900947  0.06827652 -0.00489414  0.02629872 -0.10031284
 -0.03564969 -0.05173642]","[ 0.04640334 -0.02965288  0.06800221 -0.00355574  0.02612948 -0.100371
 -0.03588967 -0.05340598]"
55,"[ 0.04476581 -0.03336282  0.06546051 -0.00258352  0.02720964 -0.10380055
 -0.03595588 -0.05328095]","[ 0.04575232 -0.03374922  0.06430642 -0.00210148  0.02676018 -0.10246794
 -0.03669357 -0.05475127]","[ 0.04541506 -0.02951193  0.06708267 -0.00364217  0.02607301 -0.10002082
 -0.03559376 -0.05296329]","[ 0.04690128 -0.03214897  0.06731347 -0.00217445  0.02611369 -0.10140279
 -0.03637529 -0.05509128]","[ 0.04415392 -0.03259649  0.0653603  -0.00121937  0.02547852 -0.09907093
 -0.03466911 -0.05402375]","[ 0.0468802  -0.03509117  0.06652105 -0.00118306  0.0283059  -0.10528029
 -0.03748417 -0.05438248]","[ 0.04688029 -0.03058038  0.06860335 -0.00481415  0.02651603 -0.10195277
 -0.03541976 -0.05088012]","[ 0.0464989  -0.02913396  0.0688568  -0.00538311  0.02653358 -0.10023578
 -0.03504451 -0.0496782 ]","[ 0.04662407 -0.02901747  0.06827898 -0.00487284  0.02628477 -0.10034602
 -0.03563337 -0.051735  ]","[ 0.04640549 -0.02966485  0.06799939 -0.00354167  0.02612444 -0.10038615
 -0.03587593 -0.05339818]"
56,"[ 0.04476605 -0.03335628  0.06545256 -0.00256805  0.02721021 -0.10380291
 -0.03594637 -0.05327999]","[ 0.04574846 -0.03373746  0.06431657 -0.00208445  0.02675092 -0.10247586
 -0.03667396 -0.05475383]","[ 0.04542042 -0.02952719  0.06707999 -0.00362396  0.02607055 -0.10003179
 -0.03558087 -0.05295457]","[ 0.04690502 -0.03214316  0.06731056 -0.0021621   0.02610958 -0.10140841
 -0.03636118 -0.05509052]","[ 0.04416628 -0.03259246  0.06534533 -0.00120441  0.02548881 -0.0990715
 -0.03465594 -0.05401969]","[ 0.04687403 -0.03507001  0.0665164  -0.00119113  0.02829963 -0.10528492
 -0.03747653 -0.05438886]","[ 0.04687795 -0.03058778  0.06860628 -0.00478914  0.0265053  -0.10197901
 -0.03540685 -0.0508775 ]","[ 0.04648956 -0.02914144  0.06886199 -0.00536165  0.02651604 -0.10027754
 -0.03503424 -0.04967874]","[ 0.04662018 -0.02902835  0.06828291 -0.00485043  0.02627079 -0.1003752
 -0.0356194  -0.05173231]","[ 0.04640954 -0.02967794  0.0679978  -0.00352652  0.02611849 -0.10039887
 -0.0358635  -0.05338999]"
57,"[ 0.04476831 -0.03335125  0.06544369 -0.00255296  0.02721003 -0.10380518
 -0.03593855 -0.05327868]","[ 0.04574731 -0.03372777  0.06432547 -0.00206702  0.02674137 -0.10248296
 -0.03665542 -0.05475588]","[ 0.04542839 -0.02954412  0.06707844 -0.00360378  0.02606602 -0.10004057
 -0.03556923 -0.0529459 ]","[ 0.04691114 -0.03213855  0.06730786 -0.00214962  0.02610513 -0.10141086
 -0.0363477  -0.05509018]","[ 0.04418124 -0.03259111  0.06533061 -0.00118699  0.02549615 -0.0990733
 -0.0346438  -0.05401478]","[ 0.04686985 -0.03504916  0.06651121 -0.00119811  0.02829347 -0.10528778
 -0.03746818 -0.05439593]","[ 0.04687836 -0.03059714  0.06861002 -0.00476422  0.02649405 -0.10200041
 -0.03539566 -0.05087502]","[ 0.04648397 -0.02915283  0.0688686  -0.0053384   0.02649867 -0.10031307
 -0.0350262  -0.04967831]","[ 0.04661938 -0.02904116  0.06828813 -0.00482721  0.02625597 -0.10039904
 -0.0356071  -0.05172983]","[ 0.04641611 -0.02969182  0.06799743 -0.00351018  0.026111   -0.10040784
 -0.03585201 -0.05338255]"
58,"[ 0.04477306 -0.03334824  0.06543439 -0.00253789  0.02720893 -0.10380589
 -0.03593252 -0.05327764]","[ 0.0457493  -0.03372093  0.06433378 -0.00204867  0.02673147 -0.10248786
 -0.0366382  -0.05475771]","[ 0.04543901 -0.02956197  0.06707819 -0.00358186  0.02605887 -0.10004597
 -0.03555817 -0.05293854]","[ 0.04691993 -0.0321356   0.06730575 -0.00213656  0.02610039 -0.10140924
 -0.03633492 -0.05509055]","[ 0.04419897 -0.03259237  0.0653169  -0.00116672  0.02549977 -0.09907499
 -0.03463233 -0.05401003]","[ 0.04686833 -0.03503006  0.06650553 -0.0012038   0.02828809 -0.1052877
 -0.03746024 -0.05440351]","[ 0.04688153 -0.0306076   0.06861442 -0.00474003  0.0264822  -0.10201591
 -0.03538567 -0.05087378]","[ 0.04648185 -0.02916644  0.06887644 -0.00531447  0.02648106 -0.10034138
 -0.03501939 -0.04967848]","[ 0.04662159 -0.02905483  0.06829455 -0.00480373  0.02624002 -0.10041653
 -0.03559568 -0.05172879]","[ 0.04642525 -0.02970592  0.06799832 -0.00349277  0.02610168 -0.10041213
 -0.03584097 -0.05337685]"
59,"[ 0.04478024 -0.03334738  0.065425   -0.0025227   0.02720684 -0.10380407
 -0.03592811 -0.05327725]","[ 0.04575435 -0.03371726  0.06434192 -0.00202914  0.02672122 -0.10248967
 -0.03662233 -0.05475943]","[ 0.04545184 -0.02957989  0.06707939 -0.00355866  0.02604908 -0.1000472
 -0.03554693 -0.05293324]","[ 0.04693121 -0.03213452  0.06730442 -0.00212268  0.02609551 -0.10140315
 -0.03632287 -0.05509171]","[ 0.04421908 -0.03259577  0.06530478 -0.00114356  0.02549926 -0.09907553
 -0.03462081 -0.0540061 ]","[ 0.04686972 -0.03501375  0.06649919 -0.00120813  0.02828392 -0.10528403
 -0.03745371 -0.05441135]","[ 0.04688701 -0.03061835  0.06861936 -0.0047173   0.02647014 -0.10202495
 -0.03537641 -0.05087436]","[ 0.04648246 -0.02918073  0.06888534 -0.00529105  0.02646351 -0.10036198
 -0.0350129  -0.04968012]","[ 0.04662625 -0.02906839  0.0683021  -0.0047807   0.02622325 -0.10042718
 -0.03558443 -0.05172985]","[ 0.04643657 -0.02971968  0.06800048 -0.00347464  0.02609071 -0.10041125
 -0.03582989 -0.05337346]"
60,"[ 0.04478939 -0.03334853  0.06541569 -0.00250743  0.02720387 -0.10379921
 -0.03592495 -0.05327755]","[ 0.04576201 -0.03371674  0.06435008 -0.00200842  0.02671067 -0.10248795
 -0.0366076  -0.05476092]","[ 0.04546609 -0.02959718  0.06708209 -0.00353477  0.02603711 -0.10004394
 -0.03553483 -0.05293013]","[ 0.04694451 -0.03213538  0.06730388 -0.00210799  0.02609073 -0.10139264
 -0.03631152 -0.05509342]","[ 0.04424079 -0.03260062  0.06529463 -0.00111781  0.0254946  -0.09907426
 -0.03460834 -0.0540032 ]","[ 0.0468739  -0.03500091  0.0664919  -0.00121125  0.02828121 -0.10527663
 -0.03744932 -0.05441905]","[ 0.04689405 -0.03062886  0.06862462 -0.00469677  0.02645865 -0.10202757
 -0.0353676  -0.05087669]","[ 0.04648483 -0.02919462  0.06889505 -0.00526928  0.02644685 -0.10037492
 -0.03500611 -0.0496833 ]","[ 0.04663256 -0.02908119  0.06831061 -0.00475886  0.02620642 -0.10043101
 -0.03557283 -0.05173295]","[ 0.04644939 -0.02973268  0.06800381 -0.00345626  0.02607863 -0.10040519
 -0.03581838 -0.05337229]"
61,"[ 0.0447998  -0.03335143  0.06540656 -0.00249231  0.02720031 -0.1037912
 -0.03592257 -0.05327816]","[ 0.04577156 -0.03371911  0.06435833 -0.00198671  0.02669999 -0.10248263
 -0.03659366 -0.05476177]","[ 0.0454808  -0.02961335  0.06708624 -0.00351079  0.02602377 -0.10003638
 -0.03552137 -0.05292865]","[ 0.04695915 -0.03213818  0.06730404 -0.00209266  0.02608631 -0.10137817
 -0.0363008  -0.05509512]","[ 0.04426304 -0.03260618  0.06528667 -0.00108998  0.02548621 -0.09907088
 -0.03459401 -0.05400104]","[ 0.04688046 -0.03499195  0.06648335 -0.00121346  0.02828005 -0.10526574
 -0.03744752 -0.05442609]","[ 0.04690182 -0.0306389   0.06862987 -0.004679    0.02644867 -0.10202439
 -0.0353592  -0.05088007]","[ 0.04648789 -0.02920754  0.0689052  -0.00525005  0.02643223 -0.10038086
 -0.03499882 -0.0496873 ]","[ 0.04663958 -0.02909292  0.0683198  -0.0047388   0.02619056 -0.10042859
 -0.0355607  -0.05173734]","[ 0.04646284 -0.02974475  0.06800811 -0.00343808  0.02606622 -0.10039445
 -0.03580624 -0.05337268]"
62,"[ 0.04481061 -0.03335574  0.06539768 -0.0024776   0.02719655 -0.10378032
 -0.03592051 -0.05327846]","[ 0.04578214 -0.033724    0.06436671 -0.00196434  0.02668943 -0.10247396
 -0.03658006 -0.05476138]","[ 0.045495   -0.02962817  0.06709166 -0.00348721  0.02600999 -0.10002515
 -0.03550639 -0.05292783]","[ 0.04697432 -0.03214289  0.06730475 -0.00207695  0.02608256 -0.1013605
 -0.03629063 -0.05509604]","[ 0.04428472 -0.03261176  0.06528103 -0.0010607   0.02547479 -0.09906543
 -0.03457711 -0.05399896]","[ 0.04688879 -0.03498696  0.06647341 -0.0012152   0.02828042 -0.10525191
 -0.03744836 -0.05443187]","[ 0.0469095  -0.03064856  0.06863468 -0.00466433  0.02644108 -0.10201646
 -0.03535141 -0.05088339]","[ 0.04649074 -0.02921938  0.06891527 -0.0052339   0.02642072 -0.10038093
 -0.03499125 -0.04969095]","[ 0.04664645 -0.02910365  0.06832928 -0.00472087  0.02617667 -0.10042095
 -0.03554818 -0.05174184]","[ 0.04647606 -0.02975594  0.0680131  -0.00342045  0.02605428 -0.10037994
 -0.03579351 -0.05337359]"
63,"[ 0.04482099 -0.03336111  0.06538921 -0.00246356  0.02719304 -0.1037671
 -0.03591838 -0.05327774]","[ 0.04579285 -0.03373095  0.06437536 -0.00194169  0.02667931 -0.10246241
 -0.03656642 -0.05475915]","[ 0.04550782 -0.02964159  0.06709813 -0.00346433  0.02599662 -0.10001126
 -0.03549005 -0.05292658]","[ 0.04698921 -0.03214943  0.06730594 -0.00206108  0.02607971 -0.10134062
 -0.03628089 -0.05509538]","[ 0.04430475 -0.03261679  0.06527779 -0.00103063  0.02546124 -0.09905829
 -0.03455729 -0.05399617]","[ 0.04689808 -0.03498575  0.06646218 -0.0012169   0.02828226 -0.10523588
 -0.03745154 -0.05443583]","[ 0.04691642 -0.0306581   0.06863861 -0.00465276  0.02643649 -0.10200516
 -0.03534464 -0.05088548]","[ 0.04649268 -0.0292304   0.06892466 -0.00522096  0.0264131  -0.10037661
 -0.03498401 -0.04969297]","[ 0.04665246 -0.02911365  0.06833858 -0.00470512  0.02616548 -0.10040947
 -0.03553571 -0.05174521]","[ 0.04648828 -0.02976641  0.06801845 -0.00340356  0.02604345 -0.10036285
 -0.03578041 -0.05337387]"
64,"[ 0.04483018 -0.03336719  0.0653814  -0.00245034  0.02719016 -0.10375225
 -0.03591593 -0.05327543]","[ 0.04580286 -0.03373944  0.06438452 -0.00191908  0.02666994 -0.10244863
 -0.03655241 -0.05475463]","[ 0.04551865 -0.02965363  0.06710537 -0.00344225  0.02598422 -0.09999591
 -0.03547278 -0.05292403]","[ 0.04700311 -0.03215758  0.06730765 -0.00204525  0.02607787 -0.10131955
 -0.03627146 -0.05509252]","[ 0.04432228 -0.03262079  0.06527703 -0.00100034  0.02544642 -0.09905006
 -0.03453458 -0.05399208]","[ 0.04690743 -0.03498787  0.0664501  -0.00121895  0.02828547 -0.10521851
 -0.03745651 -0.05443757]","[ 0.04692214 -0.0306678   0.06864124 -0.00464405  0.02643514 -0.10199197
 -0.03533941 -0.05088541]","[ 0.04649335 -0.02924096  0.06893275 -0.00521102  0.02640966 -0.10036951
 -0.03497791 -0.0496924 ]","[ 0.04665717 -0.02912323  0.06834724 -0.00469133  0.02615732 -0.10039565
 -0.03552391 -0.05174646]","[ 0.0464989  -0.02977633  0.06802387 -0.00338738  0.0260341  -0.10034451
 -0.03576734 -0.05337261]"
65,"[ 0.04483769 -0.0333736   0.0653746  -0.00243796  0.02718814 -0.1037365
 -0.03591306 -0.05327129]","[ 0.04581155 -0.03374895  0.06439458 -0.00189675  0.02666158 -0.10243332
 -0.03653787 -0.05474767]","[ 0.04552713 -0.02966426  0.06711316 -0.00342091  0.025973   -0.09998035
 -0.03545519 -0.05291977]","[ 0.04701542 -0.03216698  0.06731007 -0.0020295   0.02607702 -0.10129831
 -0.03626225 -0.05508719]","[ 0.04433679 -0.0326234   0.06527877 -0.00097031  0.02543107 -0.09904154
 -0.03450942 -0.05398643]","[ 0.04691602 -0.03499265  0.06643784 -0.00122157  0.02828991 -0.10520066
 -0.03746259 -0.05443692]","[ 0.04692647 -0.03067786  0.06864229 -0.00463768  0.0264368  -0.10197825
 -0.03533619 -0.05088276]","[ 0.04649271 -0.02925138  0.068939   -0.00520357  0.02641012 -0.10036113
 -0.03497382 -0.04968885]","[ 0.0466604  -0.02913259  0.06835488 -0.00467908  0.02615201 -0.10038091
 -0.03551342 -0.05174517]","[ 0.04650758 -0.02978574  0.06802916 -0.00337175  0.02602622 -0.10032619
 -0.03575473 -0.05336938]"
